学时,学分,课程名,上课教师,选课人数,上课班级,已排时间地点,课程容量,结课周次,结课星期,上课年级,上课专业,开课周次,开课星期,是否校公选课,课程号,课序号,开课单位,教师号,学校校区,校公选课类别,教室类型,选课课号,课程类别,调课结果,本研标志,课程性质,上课座位数
32,2,生命科学基础A,倪军军,,"30012417,30512405,30512406","4-11周 星期二 6-7节 文萃楼I704,4-11周 星期四 6-7节 文萃楼I704",70,11,星期四,2024级,"徐特立英才班, 未来精工技术",4,2,否,100160501,09,生命学院,6120190205,良乡校区,,,20242025110016050109,公共基础课程,,本科生,选修,100
32,2,生命科学基础A,全贞贞,,"30012416,30512407,30512408","4-11周 星期二 6-7节 文萃楼I402,4-11周 星期四 6-7节 文萃楼I402",70,11,星期四,2024级,"徐特立英才班, 未来精工技术",4,4,否,100160501,10,生命学院,6120180023,良乡校区,,,20242025110016050110,公共基础课程,,本科生,选修,100
32,2,生命科学基础A,陈姿喧,,"10322401,10322402,30012419","4-11周 星期二 6-7节 文萃楼I604,4-11周 星期四 6-7节 文萃楼I604",70,11,星期四,2024级,"化学（强基班）, 徐特立英才班",4,2,否,100160501,11,生命学院,6120180101,良乡校区,,,20242025110016050111,公共基础课程,,本科生,选修,100
32,2,生命科学基础A,王燕峰,,"30012420,61112402,61122401","4-11周 星期二 6-7节 文萃楼I504,4-11周 星期四 6-7节 文萃楼I504",67,11,星期四,2024级,"徐特立英才班, 经济管理试验班（留学生）, 经济管理试验班",4,2,否,100160501,12,生命学院,6120180136,良乡校区,,,20242025110016050112,公共基础课程,,本科生,选修,100
24,1,生命科学基础B,赵东旭,,"62022401,62022402",4-11周 星期一 8-10节 文萃楼I305,64,11,星期一,2024级,宇航与机电类,4,1,否,100160502,01,生命学院,6120103477,良乡校区,,,20242025110016050201,基础教育,,本科生,选修,77
24,1,生命科学基础B,吕芳,,"62022406,62022407",4-11周 星期一 8-10节 文萃楼M227,64,11,星期一,2024级,宇航与机电类,4,1,否,100160502,02,生命学院,6120104389,良乡校区,,,20242025110016050202,基础教育,,本科生,选修,80
24,1,生命科学基础B,解炳腾,,"62022410,62032401",4-11周 星期一 8-10节 文萃楼M124,32,11,星期一,2024级,"宇航与机电类, 宇航与机电类（留学生）",4,1,否,100160502,03,生命学院,6120200171,良乡校区,,,20242025110016050203,基础教育,,本科生,选修,42
24,1,生命科学基础B,王睿,,"62022403,62022404,62022405",4-11周 星期五 8-10节 文萃楼F304,96,11,星期五,2024级,宇航与机电类,4,5,否,100160502,04,生命学院,6120104464,良乡校区,,,20242025110016050204,基础教育,,本科生,选修,121
24,1,生命科学基础B,安宜,,"62022408,62022409",4-11周 星期二 8-10节 文萃楼I405,64,11,星期二,2024级,宇航与机电类,4,2,否,100160502,05,生命学院,6120103501,良乡校区,,,20242025110016050205,基础教育,,本科生,选修,80
48,3,生物化学（I）,冯永君,,"16122301,16122302,16142301,16312301,16322301",4-19周 星期四 3-5节 文萃楼F103,95,19,星期四,2023级,"生物技术, 生物技术-人工智能, 生物技术-人工智能（徐特立英才班）, 生物技术（徐特立英才班）",4,4,否,102160105,01,生命学院,6120103699,良乡校区,,,20242025110216010501,大类基础,,本科生,必修,121
48,3,分子生物学,"霍毅欣,马晓焉",,"16122201,16142201,16312201,30662201","4-11周 星期三 8-10节 理教楼108,4-11周 星期五 8-10节 理教楼108",57,11,星期五,2022级,"协和医班, 生物技术, 生物技术-人工智能, 生物技术（徐特立英才班）",4,5,否,102160117,01,生命学院,"6120150119,6120180191",良乡校区,,,20242025110216011701,专业基础课程,,本科生,必修,98
32,2,生命科学导论,董润安,,,"4-13周 星期二 11-13节 文萃楼B224,14周 星期二 11-12节 文萃楼B224",50,14,星期二,,,4,2,是,99900215,01,生命学院,6120103048,良乡校区,文化素质通识课-科学与技术,,2024202519990021501,校公选课,,本科生,选修,80
32,1,基础微生物学实验,顾昊,,,4-7周 星期六 2-9节 化学实验中心509,18,7,星期六,,,4,6,是,99900852,01,生命学院,6120130141,良乡校区,实践训练通识课-科技实践,,2024202519990085201,校公选课,,本科生,选修,30
32,1,微生物学实验与应用,顾昊,,,8-11周 星期六 2-9节 化学实验中心509,15,11,星期六,,,8,6,是,99901188,01,生命学院,6120130141,良乡校区,实践训练通识课-科技实践,,2024202519990118801,校公选课,,本科生,选修,30
32,2,重大疾病的发生机制及生物治疗,"董磊,全贞贞",,,,32,,,,,,,是,99901191,01,生命学院,"6120180001,6120180023",良乡校区,文化素质通识课-科学与技术,,2024202519990119101,校公选课,,本科生,选修,0
48,3,大学数学（上，体优班）,刘子辉,,44242301,4-19周 星期四 8-10节 文萃楼F205,15,19,星期四,2023级,国际经济与贸易（体优班）,4,4,否,07000208,01,数学与统计学院,6120104052,良乡校区,,,2024202510700020801,基础教育,,本科生,必修,30
96,6,高等代数II,曹鹏,,"17022301,17022302,17032301,17322301,17322302","4-19周 星期二 3-5节 文萃楼F302,4-19周 星期四 3-5节 文萃楼F302",110,19,星期四,2023级,"数学与应用数学（强基班）, 数学与统计学类, 数学与统计学类(徐特立英才班)",4,2,否,100171005,01,数学与统计学院,6120104478,良乡校区,,,20242025110017100501,公共基础课程,,本科生,必修,121
48,3,解析几何,李同柱,,"17022301,17022302,17032301","4-15周 星期一 6-7节 文萃楼F302,4-15周 星期四 6-7节 文萃楼F302",66,15,星期四,2023级,"数学与统计学类, 数学与统计学类(徐特立英才班)",4,1,否,100171006,01,数学与统计学院,6120104058,良乡校区,,,20242025110017100601,公共基础课程,,本科生,必修,121
48,3,解析几何,钱超,,"17322301,17322302","4-15周 星期二 6-7节 文萃楼F505,4-15周 星期四 6-7节 文萃楼F505",39,15,星期四,2023级,数学与应用数学（强基班）,4,2,否,100171006,02,数学与统计学院,6120150035,良乡校区,,,20242025110017100602,公共基础课程,,本科生,必修,80
48,3,解析几何,李同柱,,30712401,"4-15周 星期一 3-4节 综教A301,4-15周 星期三 3-4节 综教A301",20,15,星期三,2024级,数学与应用数学（拔尖班）,4,1,否,100171006,03,数学与统计学院,6120104058,良乡校区,,,20242025110017100603,公共基础课程,,本科生,必修,161
48,3,课程设计I,王宏洲,,"17022301,17022302,17032301,17322301,17322302","1-3周 星期一 2-5节 文萃楼G126,1-3周 星期二 2-5节 文萃楼G126,1-3周 星期三 2-5节 文萃楼G126,1-3周 星期四 2-5节 文萃楼G126",130,3,星期四,2023级,"数学与应用数学（强基班）, 数学与统计学类, 数学与统计学类(徐特立英才班)",1,1,否,100171007,01,数学与统计学院,6120103286,良乡校区,,,20242025110017100701,专业基础课程,,本科生,必修,156
96,6,数学分析I,黄佳习,,"16212401,41022401,62022401,62022402,62022403,62022404","4-19周 星期一 1-2节 综教A202,4-19周 星期三 1-2节 综教A202,4-19周 星期五 1-2节 综教A202",163,19,星期五,2024级,"生物医学工程（医工融合）, 宇航与机电类, 生物技术-生物科学（联合学位）",4,5,否,100171018,01,数学与统计学院,6120220076,良乡校区,,,20242025110017101801,公共基础课程,,本科生,必修,181
96,6,数学分析I,刘庆晖,,"62022405,62022406,62022407,62022408,62022409,62022410","4-19周 星期一 1-2节 理教楼402,4-19周 星期三 1-2节 理教楼402,4-19周 星期五 1-2节 理教楼402",192,19,星期五,2024级,宇航与机电类,4,1,否,100171018,02,数学与统计学院,6120103315,良乡校区,,,20242025110017101802,公共基础课程,,本科生,必修,262
96,6,数学分析I,苗倩云,,"30012401,30012402,30012408,30012414","4-19周 星期一 1-2节 综教A203,4-19周 星期三 1-2节 综教A203,4-19周 星期五 1-2节 综教A203",130,19,星期五,2024级,徐特立英才班,4,3,否,100171018,03,数学与统计学院,6120190135,良乡校区,,,20242025110017101803,公共基础课程,,本科生,必修,182
96,6,数学分析I,"方丽萍,李保奎",,"64022401,64022402,64022403,64022404,64022405,64022406,64022407,64022408,64022409,64022410","4-11周 星期一 1-2节 理教楼404,4-11周 星期三 1-2节 理教楼404,4-11周 星期五 1-2节 理教楼404,12-19周 星期一 1-2节 综教A304,12-19周 星期三 1-2节 综教A304,12-19周 星期五 1-2节 综教A304",150,19,星期五,2024级,理科试验班（理学与材料）,4,1,否,100171018,04,数学与统计学院,"6120101926,6120104241",良乡校区,,,20242025110017101804,公共基础课程,,本科生,选修,161
96,6,数学分析I,李保奎,,"64022411,64022412,64022413,64022414,64022415,64022416,64022417,64022418,64032401","4-19周 星期一 3-4节 综教A304,4-19周 星期三 3-4节 综教A304,4-19周 星期五 3-4节 综教A304",150,19,星期五,2024级,"理学与材料（留学生）, 理科试验班（理学与材料）",4,1,否,100171018,05,数学与统计学院,6120104241,良乡校区,,,20242025110017101805,公共基础课程,,本科生,选修,161
96,6,数学分析I,陈晔愍,,"01332401,02192401,18312401,18312402","4-19周 星期一 1-2节 文萃楼M134,4-19周 星期三 1-2节 文萃楼M134,4-19周 星期五 1-2节 文萃楼M134",130,19,星期五,2024级,"智能无人系统技术（强基班）, 应用物理学（强基班）, 工程力学（强基班）",4,5,否,100171018,06,数学与统计学院,6120104029,良乡校区,,,20242025110017101806,公共基础课程,,本科生,必修,149
96,6,数学分析I,杨鹏飞,,"30012403,30012404,30012406,30012407","4-19周 星期一 1-2节 综教A503,4-19周 星期三 1-2节 综教A503,4-19周 星期五 1-2节 综教A503",130,19,星期五,2024级,徐特立英才班,4,1,否,100171018,07,数学与统计学院,6120103301,良乡校区,,,20242025110017101807,公共基础课程,,本科生,必修,182
96,6,数学分析I,沈良,,"30012409,30012410,30012411,30012413","4-19周 星期一 1-2节 综教A502,4-19周 星期三 1-2节 综教A502,4-19周 星期五 1-2节 综教A502",130,19,星期五,2024级,徐特立英才班,4,3,否,100171018,08,数学与统计学院,6120104699,良乡校区,,,20242025110017101808,公共基础课程,,本科生,必修,182
96,6,数学分析I,"陈晔愍,沈良",,"30622401,30632401,30652401,30662401,30672401","4-11周 星期一 6-7节 文萃楼M135,4-11周 星期三 6-7节 文萃楼M135,4-11周 星期五 6-7节 文萃楼M135,12-19周 星期一 6-7节 文萃楼M135,12-19周 星期三 6-7节 文萃楼M135,12-19周 星期五 6-7节 文萃楼M135",120,19,星期五,2024级,"协和医班, 智能装备技术特色班, 物质科学与新材料班, 李泽湘双创特色班, 智能动力与新能源班",4,5,否,100171018,09,数学与统计学院,"6120104029,6120104699",良乡校区,,,20242025110017101809,公共基础课程,,本科生,必修,160
96,6,数学分析I,吴瑞军,,"30512401,30512402,30512403,30512404","4-19周 星期一 1-2节 文萃楼M135,4-19周 星期三 1-2节 文萃楼M135,4-19周 星期五 1-2节 文萃楼M135",80,19,星期五,2024级,未来精工技术,4,1,否,100171018,10,数学与统计学院,6120220082,良乡校区,,,20242025110017101810,公共基础课程,,本科生,必修,160
96,6,数学分析I,王博,,"30512405,30512406,30512407,30512408","4-19周 星期一 1-2节 文萃楼H130,4-19周 星期三 1-2节 文萃楼H130,4-19周 星期五 1-2节 文萃楼H130",80,19,星期五,2024级,未来精工技术,4,3,否,100171018,11,数学与统计学院,6120160089,良乡校区,,,20242025110017101811,公共基础课程,,本科生,必修,148
96,6,数学分析I,黄冠,0,"30012405,30012412,30012416,30012419","4-19周 星期三 8-10节 综教A503,4-19周 星期五 8-10节 综教A503",130,19,星期五,2024级,徐特立英才班,4,3,否,100171018,12,数学与统计学院,6120230084,良乡校区,,,20242025110017101812,公共基础课程,,本科生,必修,182
96,6,数学分析I,蔡亮,,"30012415,30012417,30012418,30012420","4-19周 星期一 3-4节 理教楼401,4-19周 星期三 3-4节 理教楼401,4-19周 星期五 1-2节 理教楼401",130,19,星期五,2024级,徐特立英才班,4,1,否,100171018,13,数学与统计学院,6120104583,良乡校区,,,20242025110017101813,公共基础课程,,本科生,必修,280
96,6,数学分析III,方丽萍,,"17022301,17022302,17032301","4-19周 星期一 3-4节 理教楼403,4-19周 星期三 3-4节 理教楼403,4-19周 星期五 3-4节 理教楼403",66,19,星期五,2023级,"数学与统计学类, 数学与统计学类(徐特立英才班)",4,1,否,100171020,01,数学与统计学院,6120101926,良乡校区,,,20242025110017102001,专业基础课程,,本科生,必修,280
48,3,专题讲座,方丽萍,,"17112101,17122101,17132101,17132102,17212101,17312101,17312102","1-3周 星期一 2-5节 文萃楼F302,1-3周 星期二 2-5节 文萃楼F302,1-3周 星期三 2-5节 文萃楼F302,1-3周 星期四 2-5节 文萃楼F302",115,3,星期四,2021级,"数学与应用数学, 信息与计算科学, 统计学, 徐特立数学班, 数学与应用数学(徐特立英才班)",1,1,否,100171030,01,数学与统计学院,6120101926,良乡校区,,,20242025110017103001,专业课,,本科生,限选,121
48,3,现代应用数学讲座,"田玉斌,王军民,王林",,"17112101,17122101,17132101,17132102,17212101,17312101,17312102","1周 星期一 2-5节 文萃楼F304,1周 星期二 2-5节 文萃楼F304,1周 星期三 2-5节 文萃楼F304,1周 星期四 2-5节 文萃楼F304,2周 星期一 2-5节 文萃楼F304,2周 星期二 2-5节 文萃楼F304,2周 星期三 2-5节 文萃楼F304,2周 星期四 2-5节 文萃楼F304,3周 星期一 2-5节 文萃楼F304,3周 星期二 2-5节 文萃楼F304,3周 星期三 2-5节 文萃楼F304,3周 星期四 2-5节 文萃楼F304",115,3,星期四,2021级,"数学与应用数学, 信息与计算科学, 统计学, 徐特立数学班, 数学与应用数学(徐特立英才班)",1,3,否,100171031,01,数学与统计学院,"6120101916,6120101937,6120210142",良乡校区,,,20242025110017103101,专业课,,本科生,限选,121
32,2,数学分析III研讨课,郑涛,,"17322301,17322302,17332301",4-19周 星期四 8-9节 文萃楼I405,60,19,星期四,2023级,"数学与应用数学（强基班）, 数学与应用数学（拔尖班）",4,4,否,100171035,01,数学与统计学院,6120180144,良乡校区,,,20242025110017103501,专业基础课程,,本科生,选修,80
32,2,高等代数II研讨课,曹鹏,,"17322301,17322302",5-19周 星期一 6-7节 文萃楼G223,40,19,星期一,2023级,数学与应用数学（强基班）,5,1,否,100171036,01,数学与统计学院,6120104478,良乡校区,,,20242025110017103601,专业基础课程,,本科生,选修,80
96,6,数学分析I,史鹏帅,,"17322401,17322402","4-19周 星期一 8-9节 综教B102,4-19周 星期三 8-9节 综教B102,4-19周 星期五 8-9节 综教B102",40,19,星期五,2024级,数学与应用数学（强基班）,4,1,否,100171038,01,数学与统计学院,6120200093,良乡校区,,,20242025110017103801,专业基础课程,,本科生,必修,60
96,6,数学分析III,郦言,,"17322301,17322302","4-19周 星期三 8-10节 文萃楼I501,4-19周 星期五 8-10节 文萃楼I501",40,19,星期五,2023级,数学与应用数学（强基班）,4,3,否,100171040,01,数学与统计学院,6120200039,良乡校区,,,20242025110017104001,专业基础课程,,本科生,必修,74
32,0,数学竞赛研讨课,李保奎,,"17022301,17022302,17032301,17322301,17322302,17332301","1-3周 星期一 6-9节 文萃楼G126,1-3周 星期三 6-9节 文萃楼G126,1-3周 星期五 6-8节 文萃楼G126",126,3,星期五,2023级,"数学与应用数学（强基班）, 数学与统计学类, 数学与应用数学（拔尖班）, 数学与统计学类(徐特立英才班)",1,1,否,100171041,01,数学与统计学院,6120104241,良乡校区,,,20242025110017104101,专业课,,本科生,选修,156
64,4,数学分析III（荣誉课）,郑涛,,17332301,"4-19周 星期二 3-4节 综教B105,4-19周 星期四 3-4节 综教B105",20,19,星期四,2023级,数学与应用数学（拔尖班）,4,2,否,100171042,01,数学与统计学院,6120180144,良乡校区,,,20242025110017104201,专业课,,本科生,必修,36
48,3,数学模型,王宏洲,,17332301,"1-3周 星期一 2-5节 文萃楼G126,1-3周 星期二 2-5节 文萃楼G126,1-3周 星期三 2-5节 文萃楼G126,1-3周 星期四 2-5节 文萃楼G126",20,3,星期四,2023级,数学与应用数学（拔尖班）,1,1,否,100171043,01,数学与统计学院,6120103286,良乡校区,,,20242025110017104301,专业课,,本科生,必修,156
48,3,概率论（双语）,朱蓉禅,,17332301,4-19周 星期三 3-5节 文萃楼G124,20,19,星期三,2023级,数学与应用数学（拔尖班）,4,3,否,100171044,01,数学与统计学院,6120120135,良乡校区,,,20242025110017104401,专业课,,本科生,必修,38
96,6,数学分析I（拔尖班）,王林,,30712401,"4-19周 星期一 1-2节 综教B105,4-19周 星期三 1-2节 综教B105,4-19周 星期五 1-2节 综教B105",20,19,星期五,2024级,数学与应用数学（拔尖班）,4,1,否,100171046,01,数学与统计学院,6120210142,良乡校区,,,20242025110017104601,公共基础课程,,本科生,必修,36
64,4,高等代数I（拔尖班）,孙玉姣,,30712401,"4-19周 星期二 6-7节 文萃楼F201,4-19周 星期四 6-7节 文萃楼F201",20,19,星期四,2024级,数学与应用数学（拔尖班）,4,2,否,100171048,01,数学与统计学院,6120190233,良乡校区,,,20242025110017104801,公共基础课程,,本科生,必修,30
64,4,高等代数I（强基班）,韩杰,,"17322401,17322402","1-16周 星期一 6-7节 综教B101,1-16周 星期三 6-7节 综教B101",40,16,星期三,2024级,数学与应用数学（强基班）,1,1,否,100171050,01,数学与统计学院,6120220080,良乡校区,,,20242025110017105001,专业基础课程,,本科生,必修,60
48,3,近世代数,谢迅,,"17112201,17122201,17212201,17322201,17322202","4-15周 星期二 1-2节 文萃楼I204,4-15周 星期四 1-2节 文萃楼I204",76,15,星期四,2022级,"数学与应用数学, 信息与计算科学, 数学与应用数学（强基班）, 数学与应用数学(徐特立英才班)",4,2,否,100171105,01,数学与统计学院,6120170093,良乡校区,,,20242025110017110501,专业课,,本科生,必修,100
48,3,实变函数,张希承,,17332301,"4-19周 星期一 6-7节 文萃楼F403,4-19周 星期三 6-7节 文萃楼F403",20,19,星期三,2023级,数学与应用数学（拔尖班）,4,1,否,100171114,01,数学与统计学院,6120230061,良乡校区,,,20242025110017111401,专业课,,本科生,必修,36
48,3,泛函分析,蒋立宁,,"17112201,17122201,17132201,17212201,17232201,17322201,17322202,17332201","4-15周 星期一 3-5节 文萃楼F402,4-15周 星期四 3-4节 文萃楼F402,16周 星期一 3-4节 文萃楼F402,16周 星期四 3-4节 文萃楼F402",113,16,星期四,2022级,"数学与应用数学, 信息与计算科学, 统计学, 数学与应用数学（强基班）, 统计学（徐特立英才班）, 数学与应用数学（拔尖班）, 数学与应用数学(徐特立英才班)",4,1,否,100171115,01,数学与统计学院,6120103222,良乡校区,,,20242025110017111501,专业课,,本科生,必修,121
48,3,微分几何,钱超,,"17112101,17122101,17212101,17312101,17312102,17332201","4-11周 星期二 3-5节 文萃楼M228,4-11周 星期五 3-5节 文萃楼M228",90,11,星期五,"2021级, 2022级","数学与应用数学, 信息与计算科学, 徐特立数学班, 数学与应用数学（拔尖班）, 数学与应用数学(徐特立英才班)",4,2,否,100171117,01,数学与统计学院,6120150035,良乡校区,,,20242025110017111701,专业课,,本科生,必修,134
48,3,微分流形初步,唐修棣,,"17112101,17122101,17212101,17312101,17312102","4-15周 星期三 4-5节 文萃楼M125,4-15周 星期五 6-7节 文萃楼M125",72,15,星期五,2021级,"数学与应用数学, 信息与计算科学, 徐特立数学班, 数学与应用数学(徐特立英才班)",4,3,否,100171119,01,数学与统计学院,6120210216,良乡校区,,,20242025110017111901,专业课,,本科生,选修,134
48,3,数学实验与实践,朱国庆,,"17112201,17122201,17212201,17322201,17322202,17332201","1-3周 星期一 6-9节 文萃楼F202,1-3周 星期二 6-9节 文萃楼F202,1-3周 星期三 6-9节 文萃楼F202,1-3周 星期四 6-9节 文萃楼F202",94,3,星期四,2022级,"数学与应用数学, 信息与计算科学, 数学与应用数学（强基班）, 数学与应用数学（拔尖班）, 数学与应用数学(徐特立英才班)",1,1,否,100171121,01,数学与统计学院,6120104737,良乡校区,,,20242025110017112101,专业课,,本科生,必修,119
48,3,初等数论,王国亮,,"17112201,17122201,17212201,17322201,17322202,17332201","4-11周 星期三 8-10节 文萃楼F504,4-11周 星期五 8-10节 文萃楼F504",94,11,星期五,2022级,"数学与应用数学, 信息与计算科学, 数学与应用数学（强基班）, 数学与应用数学（拔尖班）, 数学与应用数学(徐特立英才班)",4,3,否,100171123,01,数学与统计学院,6120140103,良乡校区,,,20242025110017112301,专业课,,本科生,选修,121
64,4,抽象代数,谢迅,,17332301,"4-15周 星期二 8-10节 文萃楼F203,4-15周 星期四 6-7节 文萃楼F203,16周 星期二 8-9节 文萃楼F203,16周 星期四 6-7节 文萃楼F203",20,16,星期四,2023级,数学与应用数学（拔尖班）,4,4,否,100171124,01,数学与统计学院,6120170093,良乡校区,,,20242025110017112401,专业课,,本科生,必修,36
48,3,最优化方法,李庆娜,,"17112201,17122201,17132201,17212201,17232201,17322201,17322202,17332201","12-19周 星期二 3-5节 文萃楼G126,12-19周 星期五 3-5节 文萃楼G126",113,19,星期五,2022级,"数学与应用数学, 信息与计算科学, 统计学, 数学与应用数学（强基班）, 统计学（徐特立英才班）, 数学与应用数学（拔尖班）, 数学与应用数学(徐特立英才班)",12,5,否,100171203,01,数学与统计学院,6120120039,良乡校区,,,20242025110017120301,专业课,,本科生,必修,156
48,3,离散数学,王国亮,,"17112201,17122201,17212201,17322201,17322202,17332201","4-11周 星期二 8-10节 文萃楼F504,4-11周 星期四 8-10节 文萃楼F504",94,11,星期四,2022级,"数学与应用数学, 信息与计算科学, 数学与应用数学（强基班）, 数学与应用数学（拔尖班）, 数学与应用数学(徐特立英才班)",4,2,否,100171205,01,数学与统计学院,6120140103,良乡校区,,,20242025110017120501,专业课,,本科生,必修,121
48,3,偏微分方程,"边东芬,GRENIER Emmanuel Maurice Raymond",,"17112201,17122201,17132201,17212201,17232201,17322201,17322202,17332201",4-19周 星期一 8-10节 文萃楼F102,113,19,星期一,2022级,"数学与应用数学, 信息与计算科学, 统计学, 数学与应用数学（强基班）, 统计学（徐特立英才班）, 数学与应用数学（拔尖班）, 数学与应用数学(徐特立英才班)",4,1,否,100171212,01,数学与统计学院,"6120160118,6120240052",良乡校区,,,20242025110017121201,专业课,,本科生,必修,121
48,3,机器学习,季霞,,"17112201,17122201,17212201,17322201,17322202,17332201","4-15周 星期一 6-7节 文萃楼F404,4-15周 星期三 6-7节 文萃楼F404",94,15,星期三,2022级,"数学与应用数学, 信息与计算科学, 数学与应用数学（强基班）, 数学与应用数学（拔尖班）, 数学与应用数学(徐特立英才班)",4,1,否,100171215,01,数学与统计学院,6120200135,良乡校区,,,20242025110017121501,专业课,,本科生,选修,121
48,3,应用数值方法,马睿,,"17112101,17122101,17212101,17312101,17312102","4-15周 星期二 6-7节 文萃楼G222,4-15周 星期四 6-7节 文萃楼G222",72,15,星期四,2021级,"数学与应用数学, 信息与计算科学, 徐特立数学班, 数学与应用数学(徐特立英才班)",4,2,否,100171216,01,数学与统计学院,6120210282,良乡校区,,,20242025110017121601,专业课,,本科生,选修,80
48,3,信息论与密码,陈伟坤,,"17112101,17122101,17132101,17132102,17212101,17312101,17312102","4-11周 星期二 8-10节 文萃楼F204,4-11周 星期四 8-10节 文萃楼F204",115,11,星期四,2021级,"数学与应用数学, 信息与计算科学, 统计学, 徐特立数学班, 数学与应用数学(徐特立英才班)",4,2,否,100171219,01,数学与统计学院,6120190134,良乡校区,,,20242025110017121901,专业课,,本科生,选修,121
48,3,概率论,赵颖,,"17022301,17022302,17032301,17322301,17322302","4-15周 星期三 6-7节 文萃楼F103,4-15周 星期五 6-7节 文萃楼F103",106,15,星期五,2023级,"数学与应用数学（强基班）, 数学与统计学类, 数学与统计学类(徐特立英才班)",4,3,否,100171301,01,数学与统计学院,6120103828,良乡校区,,,20242025110017130101,专业基础课程,,本科生,必修,121
48,3,应用多元统计,王岩华,,"17112201,17122201,17132201,17212201,17232201,17322201,17322202,17332201","4-11周 星期二 11-13节 理教楼107,4-11周 星期四 11-13节 理教楼107",113,11,星期四,2022级,"数学与应用数学, 信息与计算科学, 统计学, 数学与应用数学（强基班）, 统计学（徐特立英才班）, 数学与应用数学（拔尖班）, 数学与应用数学(徐特立英才班)",4,2,否,100171303,01,数学与统计学院,6120104285,良乡校区,,,20242025110017130301,专业课,,本科生,必修,157
48,3,应用随机过程,王洁明,,"17112201,17122201,17132201,17212201,17232201,17322201,17322202,17332201","4-15周 星期三 3-4节 文萃楼B130,4-15周 星期五 6-7节 文萃楼B130",113,15,星期五,2022级,"数学与应用数学, 信息与计算科学, 统计学, 数学与应用数学（强基班）, 统计学（徐特立英才班）, 数学与应用数学（拔尖班）, 数学与应用数学(徐特立英才班)",4,3,否,100171304,01,数学与统计学院,6120104536,良乡校区,,,20242025110017130401,专业课,,本科生,必修,134
48,3,金融数学,蔡亮,,"17112101,17122101,17132101,17132102,17212101,17312101,17312102","4-15周 星期一 6-7节 文萃楼F202,4-15周 星期三 6-7节 文萃楼F202",115,15,星期三,2021级,"数学与应用数学, 信息与计算科学, 统计学, 徐特立数学班, 数学与应用数学(徐特立英才班)",4,3,否,100171307,01,数学与统计学院,6120104583,良乡校区,,,20242025110017130701,专业课,,本科生,选修,119
48,3,时间序列分析,郭菲菲,,"17112101,17122101,17132101,17132102,17212101,17312101,17312102",4-19周 星期一 3-5节 文萃楼B228,115,19,星期一,2021级,"数学与应用数学, 信息与计算科学, 统计学, 徐特立数学班, 数学与应用数学(徐特立英才班)",4,1,否,100171310,01,数学与统计学院,6120230011,良乡校区,,,20242025110017131001,专业课,,本科生,必修,134
48,3,统计模型与Python实践,王晋娟,,"17112201,17122201,17132201,17212201,17232201,17322201,17322202,17332201","1-3周 星期一 6-9节 文萃楼F204,1-3周 星期二 6-9节 文萃楼F204,1-3周 星期三 6-9节 文萃楼F204,1-3周 星期四 6-9节 文萃楼F204",113,3,星期四,2022级,"数学与应用数学, 信息与计算科学, 统计学, 数学与应用数学（强基班）, 统计学（徐特立英才班）, 数学与应用数学（拔尖班）, 数学与应用数学(徐特立英才班)",1,1,否,100171317,01,数学与统计学院,6120220099,良乡校区,,,20242025110017131701,专业课,,本科生,必修,121
48,3,概率论选讲,孙振尧,,"17112101,17122101,17132101,17132102,17212101,17312101,17312102","4-11周 星期一 8-10节 文萃楼F202,4-11周 星期三 8-10节 文萃楼F202",115,11,星期三,2021级,"数学与应用数学, 信息与计算科学, 统计学, 徐特立数学班, 数学与应用数学(徐特立英才班)",4,3,否,100171320,01,数学与统计学院,6120230050,良乡校区,,,20242025110017132001,专业课,,本科生,选修,119
48,3,线性代数B,张艳霞,,"62022402,62022407,63012403,63012411","4-15周 星期一 6-7节 文萃楼B140,4-15周 星期三 6-7节 文萃楼B140",124,15,星期三,2024级,"信息科学技术, 宇航与机电类",4,1,否,100172002,01,数学与统计学院,6120103795,良乡校区,,,20242025110017200201,公共基础课程,,本科生,必修,160
48,3,线性代数B,吴惠彬,,"03072405,03352401,63012401,63012410,63012418","4-15周 星期一 6-7节 文萃楼G125,4-15周 星期三 6-7节 文萃楼G125",151,15,星期三,2024级,"机械工程-德语, 信息科学技术, 智能制造与智能车辆精英班",4,1,否,100172002,02,数学与统计学院,6120101930,良乡校区,,,20242025110017200202,公共基础课程,,本科生,必修,164
48,3,线性代数B,张伟,,"02912401,18312401,62022404,63012416,63012419","4-15周 星期二 8-9节 理教楼406,4-15周 星期四 8-9节 理教楼406",129,15,星期四,2024级,"机械电子工程（全英文教学专业）, 应用物理学（强基班）, 信息科学技术, 宇航与机电类",4,2,否,100172002,03,数学与统计学院,6120104819,良乡校区,,,20242025110017200203,公共基础课程,,本科生,必修,157
48,3,线性代数B,张伟,,"03072407,03072410,24232401,63012406,63012417","4-15周 星期二 6-7节 理教楼404,4-15周 星期四 6-7节 理教楼404",141,15,星期四,2024级,"德语-机械工程, 信息科学技术, 智能制造与智能车辆精英班",4,2,否,100172002,04,数学与统计学院,6120104819,良乡校区,,,20242025110017200204,公共基础课程,,本科生,必修,184
