学时,学分,课程名,上课教师,选课人数,上课班级,已排时间地点,课程容量,结课周次,结课星期,上课年级,上课专业,开课周次,开课星期,是否校公选课,课程号,课序号,开课单位,教师号,学校校区,校公选课类别,教室类型,选课课号,课程类别,调课结果,本研标志,课程性质,上课座位数
80,5,数据结构与算法设计,林永钢,,"07032301,2023级-未来精工技术 2023版培养方案模块B01班,2023级-未来精工技术 2023版培养方案课程模块A01班","4-19周 星期一 3-5节 综教B304,4-19周 星期四 6-7节 综教B304",54,19,星期四,2023级,"计算机科学拔尖班, 未来精工技术",4,1,否,100071015,02,计算机学院,6120103030,良乡校区,,,20242025110007101502,专业基础课程,,本科生,必修,93
80,5,数据结构与算法设计,袁武,,"07112301,07112302,07112303,07112304","4-19周 星期二 3-5节 理教楼407,4-19周 星期四 6-7节 理教楼407",120,19,星期四,2023级,计算机科学与技术,4,2,否,100071015,03,计算机学院,6120104398,良乡校区,,,20242025110007101503,专业课,,本科生,必修,157
80,5,数据结构与算法设计,李仲君,,"07122301,07152301,07152302,07832301","4-19周 星期一 8-10节 文萃楼F402,4-19周 星期五 3-4节 文萃楼F103",100,19,星期五,2023级,"物联网工程, 数据科学与大数据技术, 数据科学与大数据技术（留学生）",4,1,否,100071015,04,计算机学院,6120102357,良乡校区,,,20242025110007101504,专业课,,本科生,必修,121
80,5,数据结构与算法设计,李雪松,,"07162301,07162302,07842301,16312301,16322301,43122301,43142301","4-19周 星期三 3-5节 文萃楼M228,4-19周 星期五 1-2节 文萃楼M228",108,19,星期五,2023级,"人工智能-工商管理（徐特立英才班）, 人工智能, 生物技术-人工智能, 生物技术-人工智能（徐特立英才班）, 人工智能（留学生）, 人工智能-工商管理",4,3,否,100071015,05,计算机学院,6120192063,良乡校区,,,20242025110007101505,专业基础课程,,本科生,必修,134
80,5,数据结构与算法设计,高春晓,,"07822301,08012301,08012302,08012303,08012304","4-19周 星期一 8-10节 理教楼306,4-19周 星期五 6-7节 理教楼306",130,19,星期五,2023级,"软件工程（留学生）, 软件工程",4,1,否,100071015,06,计算机学院,6120103352,良乡校区,,,20242025110007101506,专业基础课程,,本科生,必修,157
80,5,数据结构与算法设计,张奥千,,"03912301,03922301,07912301,86122301,86132301","4-19周 星期四 1-2节 综教A102,4-19周 星期五 11-13节 综教A102",150,19,星期五,2023级,"机械工程（留学生全英文）, 机械工程（全英文教学专业）, 航空航天工程（留学生全英文）, 数据科学与大数据技术（全英文教学专业）, 计算机科学与技术（留学生全英文）",4,4,否,100071015,07,计算机学院,6120200120,良乡校区,,,20242025110007101507,专业基础课程,,本科生,必修,172
80,5,数据结构与算法设计,郭宇航,,"03082201,03082202,03612201,07712401","4-19周 星期二 1-2节 文萃楼B130,4-19周 星期四 3-5节 文萃楼B130",107,19,星期四,"2022级, 2024级","计算机科学与技术（二学位）, 智能制造与智能车辆（徐特立英才班）, 智能制造工程",4,2,否,100071015,08,计算机学院,6120140098,良乡校区,,,20242025110007101508,专业基础课程,,本科生,必修,134
40,2.5,物联网技术概论,宿红毅,,07122301,4-17周 星期四 3-5节 文萃楼F501,30,17,星期四,2023级,物联网工程,4,4,否,100072201,01,计算机学院,6120100993,良乡校区,,,20242025110007220101,专业课,,本科生,必修,80
32,1,计算机专业基础实习,薛静锋,,"07022201,07022202,07022203,07022204","1-2周 星期一 1-10节 理教楼205,1-2周 星期二 1-10节 理教楼205,1-2周 星期三 1-10节 理教楼205,1-2周 星期四 1-10节 理教楼205,1-2周 星期五 1-10节 理教楼205,1-2周 星期六 1-10节 理教楼205",117,2,星期六,2022级,计算机科学与技术（徐特立英才班）,1,1,否,100073003,01,计算机学院,6120103556,良乡校区,,,20242025110007300301,实践环节,,本科生,必修,184
32,1,计算机专业基础实习,宿红毅,,"07112201,07112202,07112203,07112204","1-2周 星期一 1-10节 理教楼206,1-2周 星期二 1-10节 理教楼206,1-2周 星期三 1-10节 理教楼206,1-2周 星期四 1-10节 理教楼206,1-2周 星期五 1-10节 理教楼206,1-2周 星期六 1-10节 理教楼206",120,2,星期六,2022级,计算机科学与技术,1,1,否,100073003,02,计算机学院,6120100993,良乡校区,,,20242025110007300302,实践环节,,本科生,必修,157
32,1,计算机专业基础实习,孟春,,"07032201,07122201,07152201,07152202,07812201,07832201","1-2周 星期一 1-10节 理教楼207,1-2周 星期二 1-10节 理教楼207,1-2周 星期三 1-10节 理教楼207,1-2周 星期四 1-10节 理教楼207,1-2周 星期五 1-10节 理教楼207,1-2周 星期六 1-10节 理教楼207",104,2,星期六,2022级,"物联网工程, 数据科学与大数据技术, 数据科学与大数据技术（留学生）, 计算机科学拔尖班, 计算机科学与技术（留学生）",1,5,否,100073003,03,计算机学院,6120103359,良乡校区,,,20242025110007300303,实践环节,,本科生,必修,157
32,1,计算机专业基础实习,刘美华,,"07162201,07162202,07162203,07842201,2022级-未来精工技术 2022版培养方案-算法与人工智能技术方向01班","1-2周 星期一 1-10节 理教楼208,1-2周 星期二 1-10节 理教楼208,1-2周 星期三 1-10节 理教楼208,1-2周 星期四 1-10节 理教楼208,1-2周 星期五 1-10节 理教楼208,1-2周 星期六 1-10节 理教楼208",99,2,星期六,2022级,"人工智能, 未来精工技术, 人工智能（留学生）",1,1,否,100073003,04,计算机学院,6120102988,良乡校区,,,20242025110007300304,实践环节,,本科生,选修,157
32,1,计算机专业基础实习,李玉岗,,"07912201,86132201","1-2周 星期一 1-10节 文萃楼F402,1-2周 星期二 1-10节 文萃楼F402,1-2周 星期三 1-10节 文萃楼F402,1-2周 星期四 1-10节 文萃楼F402,1-2周 星期五 1-10节 文萃楼F402",100,2,星期五,2022级,"数据科学与大数据技术（全英文教学专业）, 计算机科学与技术（留学生全英文）",1,2,否,100073003,05,计算机学院,6120103859,良乡校区,,,20242025110007300305,实践环节,,本科生,必修,121
32,1.5,物联网应用系统开发与实践,"闫波,郑宏",,07122201,"3周 星期一 1-10节 文萃楼F203,3周 星期二 1-10节 文萃楼F203,3周 星期三 1-10节 文萃楼F203,3周 星期四 1-10节 文萃楼F203,3周 星期五 1-10节 文萃楼F203",17,3,星期五,2022级,物联网工程,3,1,否,100073014,01,计算机学院,"6120100973,6120100990",良乡校区,,,20242025110007301401,实践环节,,本科生,必修,36
32,2,软件测试与质量保证,刘辉,,"07022201,07022202,07022203,07022204,07032201,07112201,07112202",4-14周 星期五 3-5节 文萃楼F501,80,14,星期五,2022级,"计算机科学与技术, 计算机科学与技术（徐特立英才班）, 计算机科学拔尖班",4,5,否,100074103,01,计算机学院,6120104564,良乡校区,,,20242025110007410301,专业课,,本科生,选修,80
32,2,软件测试与质量保证,张宇霞,,"07112203,07112204,07122201,07152201,07152202,07812201,07832201,07912201",4-14周 星期四 11-13节 文萃楼I202,80,14,星期四,2022级,"计算机科学与技术, 物联网工程, 数据科学与大数据技术, 数据科学与大数据技术（留学生）, 计算机科学与技术（留学生）, 数据科学与大数据技术（全英文教学专业）",4,4,否,100074103,02,计算机学院,6120200116,良乡校区,,,20242025110007410302,专业课,,本科生,选修,100
32,2,移动互联系统分析与设计,金旭亮,,"07022201,07022202,07022203,07022204,07032201,07112201,07112202,07112203,07112204,07122201,07152201,07152202,07712301,07812201,07832201,07912201",4-14周 星期三 11-13节 文萃楼B130,120,14,星期三,"2022级, 2023级","计算机科学与技术, 物联网工程, 计算机科学与技术（徐特立英才班）, 计算机科学与技术（二学位）, 数据科学与大数据技术, 数据科学与大数据技术（留学生）, 计算机科学拔尖班, 计算机科学与技术（留学生）, 数据科学与大数据技术（全英文教学专业）",4,3,否,100074104,01,计算机学院,6120103351,良乡校区,,,20242025110007410401,专业课,,本科生,选修,134
32,2,自然语言理解初步,高扬,,"07022201,07022202,07022203,07022204,07032201,07112201,07112202,07112203,07112204,07122201,07152201,07152202,07712401,07812201,07822201,07832201,07912201,08012201,08012202,08012203,08012204",4-14周 星期三 8-10节 文萃楼I404,80,14,星期三,"2022级, 2024级","计算机科学与技术, 物联网工程, 计算机科学与技术（徐特立英才班）, 计算机科学与技术（二学位）, 数据科学与大数据技术, 数据科学与大数据技术（留学生）, 计算机科学拔尖班, 软件工程（留学生）, 计算机科学与技术（留学生）, 数据科学与大数据技术（全英文教学专业）, 软件工程",4,3,否,100074301,01,计算机学院,6120150131,良乡校区,,,20242025110007430101,专业课,,本科生,选修,100
32,2,计算机新技术专题,黄河燕,,"07022201,07022202,07022203,07022204,07032201,07112201,07112202,07112203,07112204,07122201,07152201,07152202,07712401,07812201,07832201,07912201","4-11周 星期三 6-7节 理教楼304,4-11周 星期四 1-2节 理教楼304",320,11,星期四,"2022级, 2024级","计算机科学与技术, 物联网工程, 计算机科学与技术（徐特立英才班）, 计算机科学与技术（二学位）, 数据科学与大数据技术, 数据科学与大数据技术（留学生）, 计算机科学拔尖班, 计算机科学与技术（留学生）, 数据科学与大数据技术（全英文教学专业）",4,3,否,100074304,01,计算机学院,6120104636,良乡校区,,,20242025110007430401,专业课,,本科生,选修,324
32,2,计算机组成与结构,柴成亮,,"07162201,2022级-未来精工技术 2022版培养方案-算法与人工智能技术方向01班","4-11周 星期三 6-7节 文萃楼F305,4-11周 星期五 3-4节 文萃楼F305",40,11,星期五,2022级,"人工智能, 未来精工技术",4,3,否,100074311,01,计算机学院,6120220300,良乡校区,,,20242025110007431101,专业课,,本科生,必修,80
32,2,计算机组成与结构,柴成亮,,"07162202,07162203,07842201","4-11周 星期三 3-4节 文萃楼F202,4-11周 星期五 6-7节 文萃楼I401",56,11,星期五,2022级,"人工智能, 人工智能（留学生）",4,3,否,100074311,02,计算机学院,6120220300,良乡校区,,,20242025110007431102,专业课,,本科生,必修,79
48,3,自然语言处理,"黄河燕,鉴萍",,"07162201,07162202,2022级-未来精工技术-算法与人工智能技术方向01班",4-19周 星期二 3-5节 文萃楼I402,66,19,星期二,2022级,"人工智能, 未来精工技术",4,2,否,100074312,01,计算机学院,"6120104636,6120104813",良乡校区,,,20242025110007431201,专业课,,本科生,必修,100
48,3,自然语言处理,宋大为,,"07162203,07842201,16312201,43122201",4-19周 星期一 8-10节 文萃楼I405,54,19,星期一,2022级,"人工智能, 生物技术-人工智能, 人工智能（留学生）, 人工智能-工商管理",4,1,否,100074312,02,计算机学院,6120180034,良乡校区,,,20242025110007431202,专业课,,本科生,必修,80
32,2,人工智能导论,"黄河燕,毛先领",,"07162301,07162302,07842301,16212201,16312301,16322301,2023级-未来精工技术 2023版培养方案模块B01班,2023级-未来精工技术 2023版培养方案课程模块A01班,43122201,43122301,43142301,44122401",4-14周 星期四 11-13节 理教楼402,191,14,星期四,"2022级, 2023级, 2024级","金融科技（低空经济）, 人工智能-工商管理（徐特立英才班）, 人工智能, 生物技术-人工智能, 未来精工技术, 生物技术-人工智能（徐特立英才班）, 人工智能（留学生）, 人工智能-工商管理, 生物技术-生物科学（联合学位）",4,4,否,100074313,01,计算机学院,"6120104636,6120130049",良乡校区,,,20242025110007431301,专业课,,本科生,选修,262
48,3,计算机视觉,付莹,,"07032201,2022级-未来精工技术 2022版培养方案-算法与人工智能技术方向01班",4-19周 星期四 3-5节 综教B103,30,19,星期四,2022级,"计算机科学拔尖班, 未来精工技术",4,4,否,100074314,01,计算机学院,6120160109,良乡校区,,,20242025110007431401,专业基础课程,,本科生,必修,70
48,3,计算机视觉,裴明涛,,"07162201,07162202,07162203,07842201,16312201,43122201",4-19周 星期四 3-5节 综教A204,109,19,星期四,2022级,"人工智能, 生物技术-人工智能, 人工智能（留学生）, 人工智能-工商管理",4,4,否,100074314,02,计算机学院,6120103749,良乡校区,,,20242025110007431402,专业课,,本科生,必修,161
32,2,数字图像处理,武玉伟,,"07022201,07022202,07022203,07022204,07032201,07112201,07112202,07112203,07112204,07122201,07152201,07152202,07162201,07162202,07162203,07712301,07812201,07832201,07842201,07912201,16212201,16312201,23122201,43122201",4-14周 星期五 11-13节 综教A101,120,14,星期五,"2022级, 2023级","计算机科学与技术, 物联网工程, 计算机科学与技术（徐特立英才班）, 计算机科学与技术（二学位）, 法学-人工智能, 数据科学与大数据技术, 数据科学与大数据技术（留学生）, 人工智能, 计算机科学拔尖班, 生物技术-人工智能, 人工智能（留学生）, 人工智能-工商管理, 计算机科学与技术（留学生）, 数据科学与大数据技术（全英文教学专业）, 生物技术-生物科学（联合学位）",4,5,否,100074322,01,计算机学院,6120160129,良乡校区,,,20242025110007432201,专业课,,本科生,选修,150
32,2,认知神经科学,"吴昊,刘滨",,"07162201,07162202,07162203,07842201,16212201,16312201,23122201,43122201",4-14周 星期三 8-10节 文萃楼F302,100,14,星期三,2022级,"法学-人工智能, 人工智能, 生物技术-人工智能, 人工智能（留学生）, 人工智能-工商管理, 生物技术-生物科学（联合学位）",4,3,否,100074323,01,计算机学院,"6120104448,6120190046",良乡校区,,,20242025110007432301,专业课,,本科生,选修,121
32,2,强化学习,礼欣,,"07022201,07022202,07022203,07162201,07162202,07162203",4-14周 星期五 8-10节 文萃楼I103,80,14,星期五,2022级,"计算机科学与技术（徐特立英才班）, 人工智能",4,5,否,100074326,01,计算机学院,6120104845,良乡校区,,,20242025110007432601,专业课,,本科生,选修,100
32,2,强化学习,"刘驰,李国政",,"07022204,07032201,07112201,07112202,07112203,07112204,07152201,07152202,07812201,07842201,2022级-未来精工技术-智能无人车辆技术方向01班,2022级-未来精工技术-自主智能导航控制与决策方向01班,2022级-未来精工技术-群体智能与协同方向01班,2022级-未来精工技术-算法与人工智能技术方向01班,2022级-未来精工技术-智能感知与通信方向01班,2022级-未来精工技术 2022版培养方案-智能无人飞行器设计方向01班",4-14周 星期二 8-10节 综教A206,286,14,星期二,2022级,"计算机科学与技术, 计算机科学与技术（徐特立英才班）, 数据科学与大数据技术, 计算机科学拔尖班, 未来精工技术, 人工智能（留学生）, 计算机科学与技术（留学生）",4,2,否,100074326,02,计算机学院,"6120130013,6120210232",良乡校区,,,20242025110007432602,专业课,,本科生,选修,288
